inventory_id,store_id,film_id,title,rating,rental_rate,category,rental_count,total_revenue,last_rental_date
450,2,99,Bringing Hysterical,PG,2.99,Comedy,3,10.97,2005-08-22 15:36:22
3553,1,777,Secretary Rouge,PG,4.99,Sports,3,18.97,2005-08-22 20:20:30
3964,1,864,Sundance Invasion,NC-17,0.99,Children,3,4.97,2005-08-17 22:28:15
453,1,100,Brooklyn Desert,R,4.99,Foreign,3,15.97,2005-08-20 02:00:33
459,1,101,Brotherhood Blanket,R,0.99,Documentary,3,7.97,2005-08-19 04:10:50
3556,2,777,Secretary Rouge,PG,4.99,Sports,3,15.97,2005-08-19 03:22:55
2035,2,443,Hurricane Affair,PG,2.99,Comedy,3,11.97,2005-08-20 21:31:58
465,1,103,Bucket Brotherhood,PG,4.99,Travel,3,15.97,2005-08-21 03:48:31
2036,2,443,Hurricane Affair,PG,2.99,Comedy,3,10.97,2005-08-17 23:22:46
2037,2,443,Hurricane Affair,PG,2.99,Comedy,3,10.97,2005-08-21 09:04:20
3562,1,778,Secrets Paradise,G,4.99,Family,3,22.97,2005-08-21 18:07:40
3563,2,778,Secrets Paradise,G,4.99,Family,3,26.97,2005-08-21 03:37:42
2039,1,444,Hustler Party,NC-17,4.99,Comedy,3,23.97,2005-08-18 02:25:25
476,1,105,Bull Shawshank,NC-17,0.99,Action,3,2.97,2005-08-21 17:56:06
2040,1,444,Hustler Party,NC-17,4.99,Comedy,3,26.97,2005-08-19 06:05:58
479,2,105,Bull Shawshank,NC-17,0.99,Action,3,4.97,2005-08-17 04:36:39
482,1,106,Bulworth Commandments,G,2.99,Games,3,15.97,2005-08-20 05:58:58
483,2,107,Bunch Minds,G,2.99,Drama,3,15.97,2005-08-21 16:05:11
1443,2,316,Fire Wolves,R,4.99,Games,3,15.97,2005-08-20 19:19:30
486,1,109,Butterfly Chocolat,G,0.99,New,3,19.97,2005-08-21 18:51:28
3565,2,779,Sense Greek,R,4.99,Sports,3,19.97,2005-08-23 08:48:43
488,1,109,Butterfly Chocolat,G,0.99,New,3,13.97,2005-08-19 22:16:16
492,2,109,Butterfly Chocolat,G,0.99,New,3,5.98,2005-07-28 04:56:33
494,1,110,Cabin Flash,NC-17,0.99,Children,3,9.97,2005-08-17 16:12:27
3567,2,780,Sensibility Rear,PG,4.99,Family,3,14.97,2005-08-20 19:21:28
496,1,110,Cabin Flash,NC-17,0.99,Children,3,11.97,2005-08-21 15:57:25
498,2,111,Caddyshack Jedi,NC-17,0.99,Action,3,18.97,2005-08-17 17:59:19
499,2,111,Caddyshack Jedi,NC-17,0.99,Action,3,11.97,2005-08-17 04:15:46
3569,2,780,Sensibility Rear,PG,4.99,Family,3,15.97,2005-08-17 05:50:21
501,1,112,Calendar Gunfight,NC-17,4.99,Foreign,3,22.97,2005-08-18 19:55:09
502,1,112,Calendar Gunfight,NC-17,4.99,Foreign,3,21.97,2005-08-22 20:51:24
1241,2,274,Egg Igby,PG,2.99,Documentary,3,17.97,2005-08-22 05:51:59
3967,2,864,Sundance Invasion,NC-17,0.99,Children,3,7.97,2005-08-21 12:21:44
510,2,113,California Birds,NC-17,4.99,Sports,3,22.97,2005-08-20 00:50:54
3571,2,781,Seven Swarm,R,4.99,Games,3,20.97,2005-08-19 13:09:32
514,1,114,Camelot Vacation,NC-17,0.99,Sci-Fi,3,14.97,2005-08-21 04:51:51
516,2,114,Camelot Vacation,NC-17,0.99,Sci-Fi,3,11.97,2005-08-18 06:27:05
2051,2,445,Hyde Doctor,G,2.99,Classics,3,13.97,2005-08-23 08:23:56
3573,1,782,Shakespeare Saddle,PG-13,2.99,Sports,3,10.97,2005-08-18 17:22:48
2054,1,446,Hysterical Grail,PG,4.99,Sports,3,16.97,2005-08-17 07:46:05
527,1,116,Candidate Perdition,R,2.99,Classics,3,19.97,2005-08-19 10:01:07
529,2,116,Candidate Perdition,R,2.99,Classics,3,9.97,2005-08-18 15:00:03
3574,1,782,Shakespeare Saddle,PG-13,2.99,Sports,3,11.97,2005-08-18 20:06:57
531,2,116,Candidate Perdition,R,2.99,Classics,3,17.97,2005-08-21 06:22:07
532,1,117,Candles Grapes,NC-17,4.99,Games,3,14.97,2005-08-18 01:28:18
3575,2,782,Shakespeare Saddle,PG-13,2.99,Sports,3,13.97,2005-08-22 02:26:33
537,2,117,Candles Grapes,NC-17,4.99,Games,3,17.97,2005-08-18 04:22:01
541,1,118,Canyon Stock,R,0.99,Animation,3,6.97,2005-08-21 14:39:58
1143,1,253,Drifter Commandments,PG-13,4.99,Action,3,19.97,2005-08-17 01:04:29
546,1,119,Caper Motions,G,0.99,Comedy,3,3.97,2005-08-19 23:07:42
2062,2,447,Ice Crossing,R,2.99,Games,3,13.97,2005-08-17 18:56:55
2063,2,447,Ice Crossing,R,2.99,Games,3,12.97,2005-08-21 09:31:47
2064,1,448,Idaho Love,PG-13,2.99,New,3,19.97,2005-08-17 00:45:41
3579,1,783,Shane Darkness,PG,2.99,Travel,3,12.97,2005-08-22 07:32:23
557,2,121,Carol Texas,PG,2.99,Animation,3,8.97,2005-08-19 13:36:41
558,2,121,Carol Texas,PG,2.99,Animation,3,14.97,2005-08-20 14:55:09
563,1,122,Carrie Bunch,PG,0.99,Horror,3,5.97,2005-08-20 15:09:16
2067,2,448,Idaho Love,PG-13,2.99,New,3,14.97,2005-08-17 19:52:45
1243,2,274,Egg Igby,PG,2.99,Documentary,3,11.97,2005-08-20 05:02:46
3972,1,865,Sunrise League,PG-13,4.99,Animation,3,14.97,2005-08-20 08:05:56
568,1,123,Casablanca Super,G,4.99,Travel,3,14.97,2005-08-17 18:07:13
571,2,123,Casablanca Super,G,4.99,Travel,3,16.97,2005-08-23 01:16:55
1451,2,317,Fireball Philadelphia,PG,0.99,Comedy,3,6.97,2005-08-17 05:11:09
2071,2,449,Identity Lover,PG-13,2.99,Sci-Fi,3,12.97,2005-07-28 11:56:57
575,2,125,Cassidy Wyoming,NC-17,2.99,Travel,3,12.97,2005-08-19 06:22:48
576,2,125,Cassidy Wyoming,NC-17,2.99,Travel,3,10.97,2005-08-23 19:14:07
2072,2,449,Identity Lover,PG-13,2.99,Sci-Fi,3,17.97,2005-08-21 13:55:39
1452,1,319,Fish Opus,R,2.99,Sci-Fi,3,14.97,2005-08-23 00:42:49
2074,1,450,Idols Snatchers,NC-17,2.99,Children,3,11.97,2005-08-19 11:27:10
582,1,127,Cat Coneheads,G,4.99,Comedy,3,20.97,2005-08-17 05:56:27
583,1,127,Cat Coneheads,G,4.99,Comedy,3,19.97,2005-08-19 14:27:03
584,2,127,Cat Coneheads,G,4.99,Comedy,3,14.97,2005-08-20 15:28:53
3582,1,784,Shanghai Tycoon,PG,2.99,Travel,3,8.97,2005-08-21 10:33:23
586,2,127,Cat Coneheads,G,4.99,Comedy,3,16.97,2005-08-23 15:45:42
4423,1,967,Weekend Personal,R,2.99,Sci-Fi,3,13.97,2005-08-22 23:35:41
3974,2,865,Sunrise League,PG-13,4.99,Animation,3,24.97,2005-08-17 11:21:43
590,1,129,Cause Date,R,2.99,Documentary,3,20.97,2005-08-23 16:23:08
3583,1,784,Shanghai Tycoon,PG,2.99,Travel,3,10.97,2005-08-21 19:01:36
594,1,130,Celebrity Horn,PG-13,0.99,Action,3,4.97,2005-08-20 06:55:24
3976,2,866,Sunset Racer,NC-17,0.99,Family,3,2.97,2005-08-23 09:40:04
3815,2,835,Spy Mile,PG-13,2.99,Games,3,9.97,2005-08-18 22:22:36
1454,1,319,Fish Opus,R,2.99,Sci-Fi,3,15.97,2005-08-18 23:56:23
4543,2,992,Wrath Mile,NC-17,0.99,Documentary,3,7.97,2005-08-20 03:41:57
1244,1,275,Egypt Tenenbaums,PG,0.99,Horror,3,8.97,2005-08-21 05:04:34
2084,2,451,Igby Maker,NC-17,4.99,Travel,3,16.97,2005-08-18 22:17:05
604,2,131,Center Dinosaur,PG,4.99,Classics,3,17.97,2006-02-14 15:16:03
3981,1,868,Superfly Trip,PG,0.99,Travel,3,4.97,2005-08-18 18:58:35
608,1,132,Chainsaw Uptown,PG,0.99,Sci-Fi,3,4.97,2005-08-17 14:58:51
612,1,133,Chamber Italian,NC-17,4.99,Music,3,9.98,2006-02-14 15:16:03
2087,2,452,Illusion Amelie,R,0.99,Foreign,3,9.97,2005-08-23 04:20:38
3593,2,785,Shawshank Bubble,PG,4.99,Travel,3,15.97,2005-08-21 20:28:26
1456,2,319,Fish Opus,R,2.99,Sci-Fi,3,9.97,2005-08-23 17:57:35
2089,1,453,Image Princess,PG-13,2.99,Sports,3,14.97,2005-08-21 00:27:46
621,1,135,Chance Resurrection,R,2.99,Sports,3,14.97,2005-08-23 16:30:55
2090,1,453,Image Princess,PG-13,2.99,Sports,3,12.97,2005-08-21 08:00:40
2091,1,453,Image Princess,PG-13,2.99,Sports,3,21.97,2005-08-18 05:16:28
625,2,135,Chance Resurrection,R,2.99,Sports,3,21.97,2005-08-19 17:53:42
626,1,136,Chaplin License,NC-17,2.99,New,3,8.97,2005-08-17 09:44:22
627,1,136,Chaplin License,NC-17,2.99,New,3,8.97,2005-08-18 06:51:05
2092,2,453,Image Princess,PG-13,2.99,Sports,3,13.97,2005-08-22 11:34:43
629,2,137,Charade Duffel,PG,2.99,Sci-Fi,3,11.97,2005-08-23 22:20:40
3600,2,786,Shepherd Midsummer,R,0.99,Children,3,2.97,2005-08-17 02:28:33
637,2,138,Chariots Conspiracy,R,2.99,Sci-Fi,3,8.97,2005-08-22 01:37:19
639,1,139,Chasing Fight,PG,4.99,Family,3,16.97,2005-08-17 01:38:18
640,1,139,Chasing Fight,PG,4.99,Family,3,16.97,2005-08-23 07:25:34
642,2,139,Chasing Fight,PG,4.99,Family,3,16.97,2005-08-23 02:04:49
3602,1,787,Shining Roses,G,0.99,Travel,3,6.97,2005-08-23 15:05:59
645,1,140,Cheaper Clyde,G,0.99,Sci-Fi,3,5.97,2005-08-22 15:47:05
3603,1,787,Shining Roses,G,0.99,Travel,3,6.97,2005-08-18 08:51:42
2098,1,455,Impossible Prejudice,NC-17,4.99,Foreign,3,16.97,2005-08-19 01:54:11
2099,1,455,Impossible Prejudice,NC-17,4.99,Foreign,3,14.97,2005-08-19 12:32:10
650,1,141,Chicago North,PG-13,4.99,Games,3,18.97,2005-08-21 22:12:45
3605,1,788,Ship Wonderland,R,2.99,Documentary,3,8.97,2005-08-18 09:05:15
2100,1,456,Inch Jet,NC-17,4.99,Animation,3,14.97,2005-08-18 04:07:20
3607,2,788,Ship Wonderland,R,2.99,Documentary,3,8.97,2005-08-17 07:32:51
658,2,142,Chicken Hellfighters,PG,0.99,Documentary,3,5.97,2005-08-21 03:48:43
1459,1,320,Flamingos Connecticut,PG-13,4.99,New,3,17.97,2005-08-20 13:23:15
662,1,143,Chill Luck,PG,0.99,Drama,3,2.97,2005-08-23 13:14:47
1460,1,320,Flamingos Connecticut,PG-13,4.99,New,3,18.97,2005-08-20 06:20:42
3610,1,789,Shock Cabin,PG-13,2.99,Foreign,3,8.97,2005-08-20 08:05:52
668,2,145,Chisum Behavior,G,4.99,Family,3,14.97,2005-08-17 17:49:37
669,1,146,Chitty Lock,G,2.99,Drama,3,12.97,2005-08-20 07:17:35
670,1,146,Chitty Lock,G,2.99,Drama,3,8.97,2006-02-14 15:16:03
673,1,147,Chocolat Harry,NC-17,0.99,Family,3,9.97,2005-08-20 05:54:27
2105,2,456,Inch Jet,NC-17,4.99,Animation,3,17.97,2005-08-19 11:55:59
676,2,147,Chocolat Harry,NC-17,0.99,Family,3,7.97,2005-08-20 09:07:39
677,2,147,Chocolat Harry,NC-17,0.99,Family,3,6.97,2005-08-19 07:50:35
2106,1,457,Independence Hotel,NC-17,0.99,Documentary,3,5.97,2005-08-22 17:48:10
1462,2,320,Flamingos Connecticut,PG-13,4.99,New,3,21.97,2005-08-19 21:38:51
2109,2,457,Independence Hotel,NC-17,0.99,Documentary,3,2.97,2005-08-17 19:33:24
686,2,150,Cider Desire,PG,2.99,Documentary,3,9.97,2005-08-22 22:31:20
3614,2,789,Shock Cabin,PG-13,2.99,Foreign,3,8.97,2005-08-22 14:30:39
1463,2,320,Flamingos Connecticut,PG-13,4.99,New,3,21.97,2005-08-19 12:54:42
3616,1,790,Shootist Superfly,PG-13,0.99,Drama,3,7.97,2005-08-23 05:01:13
695,1,152,Circus Youth,PG-13,2.99,Children,3,10.97,2005-08-21 05:38:05
696,1,152,Circus Youth,PG-13,2.99,Children,3,12.97,2005-08-20 00:56:44
3617,1,790,Shootist Superfly,PG-13,0.99,Drama,3,4.97,2005-08-21 21:43:53
2113,1,458,Indian Love,NC-17,0.99,Family,3,7.97,2005-08-19 22:53:56
701,1,153,Citizen Shrek,G,0.99,Sci-Fi,3,5.97,2005-08-23 09:09:18
702,1,154,Clash Freddy,G,2.99,Animation,3,11.97,2005-08-20 05:47:11
707,2,154,Clash Freddy,G,2.99,Animation,3,8.97,2005-08-22 00:48:23
3618,1,790,Shootist Superfly,PG-13,0.99,Drama,3,2.97,2005-08-21 21:39:25
1466,1,321,Flash Wars,NC-17,4.99,New,3,23.97,2005-08-19 12:08:13
1246,1,275,Egypt Tenenbaums,PG,0.99,Horror,3,11.97,2005-08-19 01:04:35
4355,1,949,Volcano Texas,NC-17,0.99,Games,3,2.97,2005-08-22 14:32:25
717,2,157,Clockwork Paradise,PG-13,0.99,Children,3,2.97,2005-08-23 00:57:12
718,2,157,Clockwork Paradise,PG-13,0.99,Children,3,3.97,2005-08-22 23:43:54
720,1,158,Clones Pinocchio,R,2.99,Music,3,11.97,2005-08-17 02:36:04
2119,2,459,Informer Double,NC-17,4.99,Foreign,3,15.97,2005-08-22 16:26:53
724,1,159,Closer Bang,R,4.99,Comedy,3,18.97,2005-08-18 04:27:54
725,1,159,Closer Bang,R,4.99,Comedy,3,21.97,2005-08-21 05:35:57
3624,1,791,Show Lord,PG-13,4.99,Documentary,3,19.97,2005-08-18 09:11:23
4520,2,986,Wonka Sea,NC-17,2.99,Animation,3,10.97,2005-08-20 18:28:28
2121,1,460,Innocent Usual,PG-13,4.99,Foreign,3,20.97,2005-08-19 04:32:15
4521,1,987,Words Hunter,PG,2.99,Music,3,20.97,2005-08-20 21:19:36
737,1,161,Clue Grail,NC-17,4.99,Music,3,14.97,2005-08-17 00:59:24
741,2,162,Clueless Bucket,R,2.99,Action,3,13.97,2005-08-17 15:53:17
4359,1,951,Voyage Legally,PG-13,0.99,Classics,3,2.97,2005-08-19 10:41:09
2123,1,460,Innocent Usual,PG-13,4.99,Foreign,3,17.97,2005-08-22 15:22:15
745,2,163,Clyde Theory,PG-13,0.99,New,3,12.97,2005-08-21 19:44:21
746,2,163,Clyde Theory,PG-13,0.99,New,3,8.97,2005-08-17 15:13:21
2125,2,460,Innocent Usual,PG-13,4.99,Foreign,3,23.97,2005-08-21 10:54:57
4523,2,987,Words Hunter,PG,2.99,Music,3,14.97,2005-08-22 18:59:01
4361,1,951,Voyage Legally,PG-13,0.99,Classics,3,3.97,2005-08-23 14:52:50
3633,1,793,Shrunk Divine,R,2.99,Action,3,8.97,2005-08-23 18:51:41
754,1,165,Coldblooded Darling,G,4.99,Sci-Fi,3,17.97,2005-08-23 05:39:06
757,2,165,Coldblooded Darling,G,4.99,Sci-Fi,3,17.97,2005-08-19 01:47:30
758,1,166,Color Philadelphia,G,2.99,Classics,3,8.97,2005-08-20 04:03:51
759,1,166,Color Philadelphia,G,2.99,Classics,3,13.97,2005-08-17 04:15:47
3634,1,793,Shrunk Divine,R,2.99,Action,3,8.97,2005-08-21 04:53:08
3635,1,793,Shrunk Divine,R,2.99,Action,3,9.97,2005-08-23 15:39:18
2127,2,460,Innocent Usual,PG-13,4.99,Foreign,3,23.97,2005-08-16 23:39:59
765,1,167,Coma Head,NC-17,4.99,Travel,3,14.97,2005-08-18 05:41:39
2128,1,461,Insects Stone,NC-17,0.99,Animation,3,5.97,2005-08-19 18:12:31
3638,2,794,Side Ark,G,0.99,Action,3,4.97,2005-08-19 05:51:46
2129,1,461,Insects Stone,NC-17,0.99,Animation,3,5.97,2005-08-20 13:07:23
1175,1,261,Duffel Apocalypse,G,0.99,Documentary,3,2.97,2005-08-17 09:04:02
773,1,169,Comforts Rush,NC-17,2.99,Travel,3,13.97,2005-08-18 15:52:12
3639,2,794,Side Ark,G,0.99,Action,3,7.97,2005-08-23 15:01:54
778,1,170,Command Darling,PG-13,4.99,Foreign,3,15.97,2005-08-19 02:24:41
780,2,170,Command Darling,PG-13,4.99,Foreign,3,18.97,2005-08-19 02:35:59
783,1,172,Coneheads Smoochy,NC-17,4.99,Drama,3,15.97,2005-08-22 00:52:01
784,1,172,Coneheads Smoochy,NC-17,4.99,Drama,3,15.97,2005-08-23 09:53:54
788,2,172,Coneheads Smoochy,NC-17,4.99,Drama,3,14.97,2005-08-22 18:22:44
789,2,172,Coneheads Smoochy,NC-17,4.99,Drama,3,16.97,2005-08-23 10:43:00
3985,1,869,Suspects Quills,PG,2.99,Action,3,14.97,2005-08-17 04:43:29
793,2,173,Confessions Maguire,PG-13,4.99,Drama,3,16.97,2005-08-17 06:56:56
4362,2,951,Voyage Legally,PG-13,0.99,Classics,3,4.97,2005-08-23 12:55:51
795,1,174,Confidential Interview,NC-17,4.99,Music,3,14.97,2005-08-18 14:01:40
799,2,174,Confidential Interview,NC-17,4.99,Music,3,17.97,2005-08-18 10:24:11
2139,1,463,Instinct Airport,PG,2.99,Sports,3,15.97,2005-08-19 18:18:44
805,2,175,Confused Candles,PG-13,2.99,Family,3,20.97,2005-08-17 03:52:18
808,1,176,Congeniality Quest,PG-13,0.99,Sports,3,2.97,2005-08-22 23:54:14
813,2,176,Congeniality Quest,PG-13,0.99,Sports,3,5.97,2005-08-20 10:01:39
3648,2,796,Sierra Divide,NC-17,0.99,Sports,3,16.97,2005-08-17 11:42:08
3819,1,836,Squad Fish,PG,2.99,Sports,3,8.97,2005-08-23 19:42:46
3649,1,797,Silence Kane,R,0.99,Music,3,3.97,2005-08-21 20:42:25
1177,2,262,Dumbo Lust,NC-17,0.99,Family,3,2.97,2005-08-23 05:55:22
2146,1,464,Intentions Empire,PG-13,2.99,Animation,3,20.97,2005-08-23 13:25:44
2147,1,464,Intentions Empire,PG-13,2.99,Animation,3,8.97,2005-08-16 23:04:53
824,2,180,Conspiracy Spirit,PG-13,2.99,Classics,3,10.97,2005-08-18 12:58:40
825,1,181,Contact Anonymous,PG-13,2.99,Travel,3,9.97,2005-08-19 07:52:21
2148,2,464,Intentions Empire,PG-13,2.99,Animation,3,11.97,2005-08-20 12:25:32
831,2,181,Contact Anonymous,PG-13,2.99,Travel,3,9.97,2005-08-21 23:08:33
1178,2,262,Dumbo Lust,NC-17,0.99,Family,3,10.97,2005-08-22 07:52:41
834,1,183,Conversation Downhill,R,4.99,Family,3,22.97,2005-08-17 20:15:31
837,2,183,Conversation Downhill,R,4.99,Family,3,22.97,2006-02-14 15:16:03
839,2,183,Conversation Downhill,R,4.99,Family,3,16.97,2005-08-21 10:54:49
840,1,184,Core Suit,PG-13,2.99,Classics,3,18.97,2005-08-18 02:12:33
841,1,184,Core Suit,PG-13,2.99,Classics,3,19.97,2005-08-19 07:55:51
3655,1,798,Silverado Goldfinger,PG,4.99,Sci-Fi,3,21.97,2005-08-20 21:35:58
843,2,184,Core Suit,PG-13,2.99,Classics,3,11.97,2005-08-23 04:20:16
845,1,185,Cowboy Doom,PG,2.99,Foreign,3,10.97,2005-08-22 22:28:36
3657,2,798,Silverado Goldfinger,PG,4.99,Sci-Fi,3,19.97,2006-02-14 15:16:03
849,2,186,Craft Outfield,NC-17,0.99,Drama,3,2.97,2005-08-19 04:03:49
850,2,186,Craft Outfield,NC-17,0.99,Drama,3,3.97,2005-08-20 07:16:45
3658,1,799,Simon North,NC-17,0.99,Horror,3,13.97,2005-08-23 01:22:12
1251,1,276,Element Freddy,NC-17,4.99,Comedy,3,17.97,2005-08-20 05:05:14
856,1,188,Crazy Home,PG,2.99,Comedy,3,8.97,2005-08-22 13:20:28
1480,1,324,Flintstones Happiness,PG-13,4.99,Comedy,3,24.97,2005-08-21 23:34:00
864,2,190,Creepers Kane,NC-17,4.99,Classics,3,19.97,2005-08-20 11:21:26
3659,1,799,Simon North,NC-17,0.99,Horror,3,4.97,2005-08-20 08:26:06
2160,1,467,Intrigue Worst,G,0.99,Foreign,3,6.97,2005-08-19 08:02:24
2161,1,467,Intrigue Worst,G,0.99,Foreign,3,6.97,2005-08-17 22:22:50
2162,2,467,Intrigue Worst,G,0.99,Foreign,3,3.97,2005-08-17 05:47:32
873,1,193,Crossroads Casualties,G,2.99,Animation,3,8.97,2005-08-19 22:36:26
3991,1,870,Swarm Gold,PG-13,0.99,Horror,3,5.97,2005-08-23 01:05:00
2166,1,468,Invasion Cyclone,PG,2.99,Children,3,12.97,2005-08-20 06:01:15
2167,1,468,Invasion Cyclone,PG,2.99,Children,3,8.97,2005-08-20 14:50:57
881,1,194,Crow Grease,PG,0.99,Action,3,3.97,2005-08-22 21:58:06
882,1,194,Crow Grease,PG,0.99,Action,3,2.97,2005-08-23 07:31:10
1252,1,276,Element Freddy,NC-17,4.99,Comedy,3,15.97,2005-08-21 23:11:42
3661,1,800,Sinners Atlantis,PG-13,2.99,Horror,3,10.97,2005-08-20 16:21:40
3662,2,800,Sinners Atlantis,PG-13,2.99,Horror,3,8.97,2005-08-18 16:29:35
888,1,197,Crusade Honey,R,2.99,Sports,3,18.97,2005-08-18 13:45:41
890,1,199,Cupboard Sinners,R,2.99,Documentary,3,11.97,2005-08-18 11:28:55
2170,2,468,Invasion Cyclone,PG,2.99,Children,3,9.97,2005-08-22 03:23:20
892,1,199,Cupboard Sinners,R,2.99,Documentary,3,12.97,2005-08-18 05:32:32
2171,2,468,Invasion Cyclone,PG,2.99,Children,3,11.97,2005-08-21 18:51:43
896,2,199,Cupboard Sinners,R,2.99,Documentary,3,11.97,2005-08-21 04:17:56
897,1,200,Curtain Videotape,PG-13,0.99,Games,3,3.97,2005-08-23 21:27:35
2173,2,469,Iron Moon,PG,4.99,Classics,3,14.97,2005-08-19 22:11:44
902,2,200,Curtain Videotape,PG-13,0.99,Games,3,2.98,2006-02-14 15:16:03
903,2,200,Curtain Videotape,PG-13,0.99,Games,3,2.97,2005-08-18 05:19:57
905,1,201,Cyclone Family,PG,2.99,Foreign,3,12.97,2005-08-20 21:43:44
908,1,201,Cyclone Family,PG,2.99,Foreign,3,5.98,2006-02-14 15:16:03
3666,1,803,Slacker Liaisons,R,4.99,Drama,3,17.97,2005-08-20 00:45:40
1486,1,326,Flying Hook,NC-17,2.99,Animation,3,13.97,2005-08-22 17:48:42
911,1,202,Daddy Pittsburgh,G,4.99,Comedy,3,18.97,2005-08-19 03:33:46
913,2,203,Daisy Menagerie,G,4.99,Sci-Fi,3,18.97,2005-08-18 21:33:53
3668,1,803,Slacker Liaisons,R,4.99,Drama,3,14.97,2005-08-21 03:51:52
916,1,204,Dalmations Sweden,PG,0.99,Drama,3,6.97,2005-08-19 10:55:45
919,1,204,Dalmations Sweden,PG,0.99,Drama,3,4.97,2005-08-18 13:23:19
922,1,205,Dances None,NC-17,0.99,Action,3,6.97,2006-02-14 15:16:03
3996,2,870,Swarm Gold,PG-13,0.99,Horror,3,11.97,2005-08-20 08:05:59
2182,2,471,Island Exorcist,NC-17,2.99,Classics,3,9.97,2005-08-22 16:44:26
927,1,206,Dancing Fever,G,0.99,Documentary,3,6.97,2005-08-22 11:11:51
2185,2,472,Italian African,G,4.99,Travel,3,18.97,2005-08-21 14:07:35
2186,2,472,Italian African,G,4.99,Travel,3,19.97,2005-08-23 16:19:14
3673,1,804,Sleeping Suspects,PG-13,4.99,Horror,3,14.97,2005-08-17 07:44:42
2187,1,473,Jacket Frisco,PG-13,2.99,Drama,3,10.97,2005-08-21 07:09:27
935,1,207,Dangerous Uptown,PG,4.99,Foreign,3,14.97,2005-08-19 05:54:21
936,1,207,Dangerous Uptown,PG,4.99,Foreign,3,16.97,2005-08-23 10:32:52
2190,2,473,Jacket Frisco,PG-13,2.99,Drama,3,11.97,2005-08-20 01:07:14
941,1,209,Darkness War,NC-17,2.99,Drama,3,13.97,2005-08-22 00:40:49
942,1,209,Darkness War,NC-17,2.99,Drama,3,11.97,2005-08-19 21:46:49
2191,2,473,Jacket Frisco,PG-13,2.99,Drama,3,19.97,2005-08-18 17:16:07
3675,1,804,Sleeping Suspects,PG-13,4.99,Horror,3,17.97,2005-08-18 07:15:19
945,2,210,Darko Dorado,NC-17,4.99,Action,3,18.97,2005-08-17 01:01:48
2192,2,474,Jade Bunch,NC-17,2.99,Sports,3,12.97,2005-08-18 04:22:31
947,2,210,Darko Dorado,NC-17,4.99,Action,3,18.97,2005-08-23 11:32:35
951,1,212,Darn Forrester,G,4.99,Action,3,16.97,2005-08-21 02:30:00
3679,1,805,Sleepless Monsoon,G,4.99,Animation,3,16.97,2005-08-18 22:04:54
957,1,213,Date Speed,R,0.99,Family,3,9.97,2005-08-18 03:17:50
958,1,213,Date Speed,R,0.99,Family,3,12.97,2005-08-19 22:03:46
959,2,214,Daughter Madigan,PG-13,4.99,Children,3,19.97,2005-08-23 00:46:52
963,1,215,Dawn Pond,PG,4.99,Games,3,16.97,2005-08-23 14:23:44
964,1,215,Dawn Pond,PG,4.99,Games,3,23.97,2005-08-19 03:33:47
3680,1,805,Sleepless Monsoon,G,4.99,Animation,3,15.97,2006-02-14 15:16:03
1181,1,263,Durham Panky,R,4.99,Sports,3,17.97,2005-08-20 18:52:43
967,2,215,Dawn Pond,PG,4.99,Games,3,18.97,2005-08-21 08:05:12
2200,1,476,Jason Trap,NC-17,2.99,Family,3,8.97,2005-08-22 18:24:34
970,1,216,Day Unfaithful,G,4.99,New,3,23.97,2005-08-20 07:46:30
2201,2,476,Jason Trap,NC-17,2.99,Family,3,9.97,2005-08-21 12:50:57
975,1,218,Deceiver Betrayed,NC-17,0.99,Drama,3,2.97,2005-08-21 05:30:54
2204,2,476,Jason Trap,NC-17,2.99,Family,3,10.97,2005-08-18 06:10:02
978,2,218,Deceiver Betrayed,NC-17,0.99,Drama,3,2.97,2005-08-18 19:51:27
979,2,218,Deceiver Betrayed,NC-17,0.99,Drama,3,2.97,2005-08-17 10:39:24
983,1,219,Deep Crusade,PG-13,4.99,Documentary,3,17.97,2005-08-20 14:30:26
3754,2,821,Sorority Queen,NC-17,0.99,Foreign,3,2.97,2005-08-20 06:43:44
986,1,220,Deer Virginian,NC-17,2.99,Music,3,7.98,2006-02-14 15:16:03
1495,2,327,Fool Mockingbird,PG,4.99,Action,3,21.97,2005-08-20 07:48:38
990,2,220,Deer Virginian,NC-17,2.99,Music,3,8.97,2005-08-19 08:41:29
991,2,220,Deer Virginian,NC-17,2.99,Music,3,9.97,2005-08-19 02:54:38
3684,1,806,Sleepy Japanese,PG,2.99,New,3,11.97,2005-08-22 10:49:21
993,1,222,Desert Poseidon,R,4.99,Horror,3,16.97,2005-08-17 07:15:47
996,2,222,Desert Poseidon,R,4.99,Horror,3,21.97,2005-08-23 11:52:18
997,2,222,Desert Poseidon,R,4.99,Horror,3,17.97,2005-08-22 14:47:53
3755,2,821,Sorority Queen,NC-17,0.99,Foreign,3,5.97,2005-08-21 15:24:24
1001,1,224,Desperate Trainspotting,G,4.99,Travel,3,14.97,2005-08-19 16:43:41
1002,1,224,Desperate Trainspotting,G,4.99,Travel,3,16.97,2005-08-22 00:34:17
1497,2,328,Forever Candidate,NC-17,2.99,Children,3,10.97,2005-08-23 19:35:42
2212,2,478,Jaws Harry,G,2.99,Comedy,3,11.97,2005-08-17 01:05:17
1009,2,226,Destiny Saturday,G,4.99,New,3,18.97,2005-08-18 15:20:46
